"trope","word","loglikelihood","totalTropeDialogue"
"Climax Boss","quiet",3.04351544275216,285
"Half-Human Hybrid","quiet",3.04351544275216,285
"Half-Human Hybrid","path",3.04351544275216,285
"Keet","far",3.04349451189676,120
"Character Tic","forgive",3.04349451189676,120
"Really 700 Years Old","friend",3.04343701794702,190
"Large and in Charge","friend",3.04343701794702,190
"Badass Preacher","no",3.04338681351049,79
"Mirror Self","an",3.04333332580137,176
"Too Dumb to Live","survive",3.04325769966329,249
"10-Minute Retirement","think",3.04320177537466,41
"Combat Stilettos","think",3.04320177537466,41
"Manly Man","land",3.0431904310397,218
"Red Right Hand","light",3.04314824723937,131
"We Hardly Knew Ye","ah",3.04313685125343,251
"It's All About Me","offer",3.04309342166877,280
"Blood Knight","of",3.04300384762406,655
"Summon Bigger Fish","old",3.04286127427513,107
"Nonchalant Dodge","old",3.04286127427513,107
"Redemption Rejection","old",3.04286127427513,107
"Token Evil Teammate","matter",3.04285579951539,236
"Theme Naming","really",3.04277585892436,187
"Card-Carrying Villain","how",3.04268623583799,291
"Unwitting Instigator of Doom","wayward",3.04253882499928,504
"Unwitting Instigator of Doom","happiness",3.04253882499928,504
"Unwitting Instigator of Doom","picture",3.04253882499928,504
"Unwitting Instigator of Doom","X5",3.04253882499928,504
"Raised by Grandparents","like",3.04247554297029,42
"Cry into Chest","like",3.04247554297029,42
"Flashback Nightmare","like",3.04247554297029,42
"Combat Hand Fan","like",3.04247554297029,42
"Sheltered Aristocrat","strong",3.04230494940463,121
"A Pupil of Mine Until He Turned to Evil","strong",3.04230494940463,121
"Death by Irony","strong",3.04230494940463,121
"The Mole","by",3.04224402238781,180
"Manic Pixie Dream Girl","then",3.04222377380646,50
"Puny Earthlings","then",3.04222377380646,50
"Powers as Programs","watch",3.04218289978656,158
"Contrasting Sequel Antagonist","defeat",3.04218289978656,158
"Final Boss","PROPN",3.04215568206304,765
"Red Oni, Blue Oni","advance",3.04206799030309,460
"Red Oni, Blue Oni","ambition",3.04206799030309,460
"Red Oni, Blue Oni","palace",3.04206799030309,460
"Red Oni, Blue Oni","phase",3.04206799030309,460
"Red Oni, Blue Oni","odd",3.04206799030309,460
"Red Oni, Blue Oni","despite",3.04206799030309,460
"Red Oni, Blue Oni","havoc",3.04206799030309,460
"Red Oni, Blue Oni","wreaking",3.04206799030309,460
"Red Oni, Blue Oni","deign",3.04206799030309,460
"Red Oni, Blue Oni","unsundered",3.04206799030309,460
"Red Oni, Blue Oni","shackle",3.04206799030309,460
"Red Oni, Blue Oni","molder",3.04206799030309,460
"Red Oni, Blue Oni","damnable",3.04206799030309,460
"Red Oni, Blue Oni","hunting",3.04206799030309,460
"Brainwashed and Crazy","permit",3.04197124841216,382
"With Us or Against Us","rule",3.04191238515718,266
"Nothing Personal","how",3.04190912275585,60
"Bystander Syndrome","once",3.04190912275585,60
"Do Not Call Me Sir","how",3.04190912275585,60
"Long-Lost Relative","how",3.04190912275585,60
"Lethal Joke Character","once",3.04190912275585,60
"Kid With The Remote Control","once",3.04190912275585,60
"Evil Laugh","witness",3.04183571443547,320
"Handicapped Badass","triumph",3.04179093632345,373
"Jerk with a Heart of Jerk","already",3.0416784270396,117
"My Death Is Just the Beginning","already",3.0416784270396,117
"Light Feminine and Dark Feminine","part",3.04160289992255,147
"Strange Minds Think Alike","part",3.04160289992255,147
"Sleeves Are for Wimps","part",3.04160289992255,147
"Meaningful Echo","set",3.04150365241689,106
"Rose-Haired Sweetie","hope",3.04141821896664,94
"Dark Messiah","seek",3.04134761995585,122
"Real After All","some",3.04134259105113,170
"Turns Red","these",3.04119861244032,55
"Declaration of Protection","these",3.04119861244032,55
"Princely Young Man","these",3.04119861244032,55
"Dark Is Evil","murder",3.04109857555789,152
"Self-Made Man","have",3.04109655003402,28
"Tall, Dark, and Handsome","finally",3.0410420060045,163
"The Bad Guy Wins","scene",3.04099227343559,568
"The Bad Guy Wins","bitter",3.04099227343559,568
"The Bad Guy Wins","wage",3.04099227343559,568
"The Bad Guy Wins","raise",3.04099227343559,568
"Royals Who Actually Do Something","owe",3.04090001848776,429
"Minor Major Character","remain",3.04065003519507,89
"Thanatos Gambit","remain",3.04065003519507,89
"Didn't Think This Through","keep",3.04051846833006,358
"The Scapegoat","right",3.04020443086105,48
"Tattoo as Character Type","strength",3.0401235251669,80
"Obfuscating Stupidity","indeed",3.04009928023435,193
"Power Floats","stomach",3.04009928023435,193
"Covert Pervert","stomach",3.04009928023435,193
"Covert Pervert","help",3.04009928023435,193
"Did You Just Flip Off Cthulhu?","indeed",3.04009928023435,193
"Forceful Kiss","alas",3.04009294905491,184
"Little ""No""","alas",3.04009294905491,184
"0% Approval Rating","hand",3.04008087868118,74
"Pride","hand",3.04008087868118,74
"Manipulative Bastard","dead",3.04000733406405,369
"Messianic Archetype","control",3.04000733406405,369
"Villain: Exit, Stage Left","thing",3.03992601487968,101
"The Brute","many",3.03986552473764,125
"Only Sane Man","consider",3.03976469969554,327
"Skewed Priorities","its",3.039547837755,102
"Tempting Fate","its",3.039547837755,102
"Blinded by the Light","win",3.03949197675825,402
"Blinded by the Light","pass",3.03949197675825,402
"I Let Gwen Stacy Die","not",3.03936731774616,28
"The Smurfette Principle","not",3.03936731774616,28
"Screw the Rules, I'm Doing What's Right!","fear",3.03931376451149,334
"Take Over the World","mine",3.03931052420204,93
"Shell-Shocked Veteran","bind",3.0392045816605,378
"Walking the Earth","since",3.03916693077264,173
"I Have You Now, My Pretty","fine",3.03916693077264,173
"Retired Badass","clean",3.03912084327287,1069
"Retired Badass","humble",3.03912084327287,1069
"The Worf Effect","reason",3.03907435500064,233
"Shotguns Are Just Better","over",3.03901731999729,49
"Good Scars, Evil Scars","rid",3.03897942823883,271
"Dead All Along","most",3.03871133005284,228
"Overshadowed by Awesome","first",3.0386131641628,198
"Signature Move","eye",3.038503025436,242
"Signature Move","visit",3.038503025436,242
"Big Bad Wannabe","these",3.03834243453482,267
"""Not So Different"" Remark","damn",3.03825107106719,613
"Big Bad Duumvirate","every",3.03819880819459,156
"Honor Before Reason","folk",3.03803433109834,349
"Armor-Piercing Question","apology",3.03794652086534,153
"The Emperor","apology",3.03794652086534,153
"Karmic Death","journey",3.03794531512025,142
"Only Sane Woman","journey",3.03794531512025,142
"Demonic Possession","till",3.03793895189952,179
"What the Hell, Hero?","regret",3.03792734217688,651
"What the Hell, Hero?","secret",3.03792734217688,651
"Defrosting Ice King","kill",3.03788623559066,177
"Fragile Speedster","up",3.0378751988558,435
"Badass Boast","expert",3.03785925070603,679
"Badass Boast","pirate",3.03785925070603,679
"The Unfettered","require",3.03775703131573,148
"Adaptational Villainy","require",3.03775703131573,148
"Poor Communication Kills","elf",3.03751636865305,244
"Barbaric Battleaxe","look",3.03750919299423,86
"Nemean Skinning","look",3.03750919299423,86
"Blade Below the Shoulder","look",3.03750919299423,86
"Retired Badass","believe",3.03740554133991,1069
"Ace Pilot","guard",3.03732993103333,77
"Chekhov's Gunman","welcome",3.03719938750236,383
"Battle Theme Music","thy",3.03718990991596,144
"The Aloner","presence",3.03712717282803,146
"Epic Fail","not",3.03708435879128,59
"Horrible Judge of Character","amazing",3.03698756579712,294
"My Greatest Failure","can",3.03694781917138,1250
"Enemy Mine","battle",3.03676108178913,246
"You Cannot Fight Fate","fate",3.03667725340232,107
"Duel Boss","right",3.03663971652698,233
"Foreshadowing","shadow",3.0365423027972,710
"And Now You Must Marry Me","funny",3.03645100954942,197
"Non-Standard Game Over","the",3.03642354802814,97
"Statuesque Stunner","commando",3.03638161697353,87
"Statuesque Stunner","biotic",3.03638161697353,87
"Statuesque Stunner","give",3.03638161697353,87
"Stone Wall","give",3.03638161697353,87
"Moment of Weakness","disappear",3.0363659303466,139
"Big Damn Heroes","on",3.03630110461565,775
"Spirit Advisor","the",3.03619557563021,134
"Flower Motifs","the",3.03619557563021,134
"The Faceless","the",3.03619557563021,134
"Duel Boss","to",3.03614252731412,233
"Overly Long Name","this",3.03603621763075,215
"You Killed My Father","everything",3.03600532220483,99
"Embarrassing Nickname","everything",3.03600532220483,99
"The Pollyanna","exactly",3.0359434630444,250
"The Smart Guy","see",3.03589115196754,108
"Not Distracted by the Sexy","keep",3.0358089617535,74
"Hidden Heart of Gold","keep",3.0358089617535,74
"Friendship Moment","which",3.0358089617535,74
"Gagging on Your Words","which",3.0358089617535,74
"Laughing at Your Own Jokes","which",3.0358089617535,74
"Lovable Coward","which",3.0358089617535,74
"Big Sister Instinct","keep",3.0358089617535,74
"Out of Focus","trifle",3.03577327173677,388
"Out of Focus","vital",3.03577327173677,388
"Out of Focus","ensure",3.03577327173677,388
"Out of Focus","refugee",3.03577327173677,388
"Out of Focus","pende",3.03577327173677,388
"Kid Samurai","his",3.03573511500072,69
"Composite Character","his",3.03573511500072,69
"Masculine Girl, Feminine Boy","his",3.03573511500072,69
"Cosmic Keystone","his",3.03573511500072,69
"Weapon Specialization","though",3.03570804248731,114
"Wide-Eyed Idealist","program",3.03557875016862,131
"Wide-Eyed Idealist","administrate",3.03557875016862,131
"Wide-Eyed Idealist","containment",3.03557875016862,131
"Wide-Eyed Idealist","procedure",3.03557875016862,131
"Wide-Eyed Idealist","quarantine",3.03557875016862,131
"Wide-Eyed Idealist","breach",3.03557875016862,131
"Wide-Eyed Idealist","occur",3.03557875016862,131
"Mr. Fanservice","mean",3.03557101250492,157
"For Science!","away",3.03557101250492,157
"The Captain","mean",3.03557101250492,157
"A Father to His Men","warrior",3.03544419261408,498
"Stepford Smiler","the",3.03512138807627,368
"Big Bad Wannabe","today",3.03506496409218,267
"The Heart","hold",3.03506496409218,267
"Interspecies Romance","speech",3.03491567429412,154
"Promoted to Playable","PROPN",3.03481373772002,363
"Badass Adorable","everything",3.03476007166202,480
"Dirty Coward","self",3.03466427558075,289
"Pink Means Feminine","much",3.03458556162865,45
"Fashionable Asymmetry","be",3.03453344342592,55
"Adrenaline Makeover","feeling",3.03451619117705,141
"The Heretic","guess",3.03440689562558,196
"The Heretic","each",3.03440689562558,196
"Distaff Counterpart","guess",3.03440689562558,196
"Distaff Counterpart","each",3.03440689562558,196
"Minored in Ass-Kicking","guess",3.03440689562558,196
"Minored in Ass-Kicking","each",3.03440689562558,196
"Super Mode","guess",3.03440689562558,196
"Super Mode","each",3.03440689562558,196
"High-Class Gloves","end",3.03434911958537,36
"Authority Equals Asskicking","end",3.03434911958537,36
"Family Honor","end",3.03434911958537,36
"Four-Star Badass","enjoy",3.03431610764745,523
"Summon Magic","glad",3.03430420531031,429
"Friendly Sniper","back",3.0342095828949,57
"Armor-Piercing Attack","back",3.0342095828949,57
"Southern-Fried Genius","back",3.0342095828949,57
"Black Knight","back",3.0342095828949,57
"Facepalm of Doom","back",3.0342095828949,57
"Oddly Shaped Sword","back",3.0342095828949,57
"Psycho Supporter","back",3.0342095828949,57
"Serrated Blade of Pain","back",3.0342095828949,57
"Weapon Specialization","the",3.03417162893416,114
"Opportunistic Bastard","the",3.03417162893416,114
"Suicidal Cosmic Temper Tantrum","the",3.03417162893416,114
"Villain: Exit, Stage Left","true",3.03409847497426,101
"The Corrupter","true",3.03409847497426,101
"Parental Neglect","myself",3.03403521643686,149
"Because Destiny Says So","soon",3.03398932370454,53
"Token Good Teammate","across",3.03390810034911,315
"What Happened to the Mouse?","fear",3.03385838047071,335
"King Incognito","wait",3.03383174239015,104
"Villain Has a Point","savior",3.03374902733328,449
"Spell Blade","need",3.03373176214744,41
"Paper Master","need",3.03373176214744,41
"Death Seeker","will",3.03360157242644,563
"Fatal Flaw","volunteer",3.0335736866614,532
"Living Legend","star",3.0333187923841,205
"Living Legend","player",3.0333187923841,205
"Living Legend","sometimes",3.0333187923841,205
"Supporting Leader","center",3.03331078715938,312
"Jerk with a Heart of Jerk","so",3.03326354453247,117
"Suspiciously Similar Substitute","good",3.03318307229399,314
"Hypercompetent Sidekick","maybe",3.03315610856359,339
"Reformed, but Rejected","work",3.0330624831239,158
"Hazy-Feel Turn","family",3.0330624831239,158
"Contrasting Sequel Antagonist","family",3.0330624831239,158
"Verbal Tic","really",3.03304474699845,188
"Grumpy Old Man","use",3.03297530968325,124
"Spotting the Thread","before",3.03297530968325,124
"A Taste of Power","seven",3.03297530968325,124
"Running Gag","use",3.03297530968325,124
"That Man Is Dead","stay",3.03296919712792,115
"Freudian Excuse Is No Excuse","nonetheless",3.03289368924898,145
"Start of Darkness","as",3.03285867635992,111
"Meta Guy","even",3.03277943361654,42
"White Sheep","even",3.03277943361654,42
"Boss-Altering Consequence","even",3.03277943361654,42
"Extreme Doormat","bring",3.03254561526545,169
"Mythology Gag","moment",3.03253619014335,1134
"Bare-Fisted Monk","do",3.03252863677677,127
"Royal Blood","home",3.03251886331136,111
"Last of Her Kind","yet",3.03246642269173,52
"Walking Spoiler","imperial",3.03228955954338,728
"Walking Spoiler","lend",3.03228955954338,728
"Amnesiac Hero","to",3.03223643117606,14
"All There in the Manual","face",3.03216623020484,437
"Good Parents","however",3.03215588404066,325
"Butt-Monkey","however",3.03215588404066,325
"Anime Hair","all",3.0320556902838,142
"Ambiguously Brown","all",3.0320556902838,142
"Only One Name","how",3.03188305938565,292
"Damsel in Distress","rise",3.03178330175151,499
"Unknown Rival","power",3.03176190552921,69
"The Scrooge","entirely",3.03164014955487,163
"The Scrooge","famed",3.03164014955487,163
"The Scrooge","slayer",3.03164014955487,163
"The Scrooge","prudent",3.03164014955487,163
"The Scrooge","precaution",3.03164014955487,163
"The Scrooge","duly",3.03164014955487,163
"The Scrooge","note",3.03164014955487,163
"Misanthrope Supreme","moment",3.03126093310134,234
"Character Development","wonderful",3.03124620268359,438
"Troll","half",3.03097966269007,243
"Troll","lifestream",3.03097966269007,243
"Passing the Torch","you",3.03082033960137,214
"Always with You","there",3.0307435527322,163
"Loved by All","deed",3.03072718076217,229
"Evil Orphan","for.",3.03072059859632,51
"Powered by a Forsaken Child","for.",3.03072059859632,51
"Dual Wielding","forget",3.03062611875128,420
"Dual Wielding","freeze",3.03062611875128,420
"Undying Loyalty","edge",3.03059760237522,1074
"Undying Loyalty","tend",3.03059760237522,1074
"Heroic Self-Deprecation","find",3.03058774235578,90
"Heroic Self-Deprecation","speak",3.03058774235578,90
"Guns Akimbo","speak",3.03058774235578,90
"Rōnin","here",3.02985130925198,29
"Hand Behind Head","again",3.02985130925198,29
"Hand Behind Head","here",3.02985130925198,29
"Break Her Heart to Save Her","again",3.02985130925198,29
"Break Her Heart to Save Her","here",3.02985130925198,29
"The Outside World","again",3.02985130925198,29
"The Outside World","here",3.02985130925198,29
"Heel–Face Turn","the",3.02979120258738,537
"Jerkass","rush",3.0297840171259,729
"Jerkass","gate",3.0297840171259,729
"Praetorian Guard","off",3.02933544824647,257
"Affably Evil","chaos",3.02931001656147,593
"Blinded by the Light","a",3.0292778072601,402
"I Want My Beloved to Be Happy","light",3.02927538298685,132
"Gun Fu","part",3.02923514397697,148
"Might Makes Right","life",3.029201068451,173
"Holy Hand Grenade","life",3.029201068451,173
"Animal Motif","lead",3.02914840964132,114
"Weapon Specialization","lead",3.02914840964132,114
"Freudian Trio","father",3.02912353090554,319
"Discard and Draw","good",3.02907104844451,65
"The Turret Master","good",3.02907104844451,65
"Arc Villain","case",3.02896305637033,641
"Arc Villain","foe",3.02896305637033,641
"The Comically Serious","just",3.0289223865649,195
"Flanderization","be",3.02874142691067,42
"Gunship Rescue","be",3.02874142691067,42
"Magical Native American","be",3.02874142691067,42
"Manchild","okay",3.02872335480976,146
"Orphan's Ordeal","since",3.02865302685706,174
"All Love Is Unrequited","fine",3.02865302685706,174
"Glass Cannon","prevail",3.02863919273999,329
"Multi-Armed and Dangerous","at",3.02862028448456,100
"Red Baron","arrangement",3.02857718320218,552
"Red Baron","create",3.02857718320218,552
"Red Baron","equitable",3.02857718320218,552
"Red Baron","relationship",3.02857718320218,552
"Red Baron","generate",3.02857718320218,552
"Red Baron","revenue",3.02857718320218,552
"Red Baron","approval",3.02857718320218,552
"Red Baron","subject",3.02857718320218,552
"Anti-Hero","begin",3.0283701896697,298
"Shipper on Deck","grant",3.02830689193403,301
"Suicidal Overconfidence","great",3.02829128477865,101
"Batman Can Breathe in Space","great",3.02829128477865,101
"Parental Substitute","some",3.02821196914443,829
"Even Evil Has Standards","scene",3.02818359869836,572
"Even Evil Has Standards","bitter",3.02818359869836,572
"Even Evil Has Standards","wage",3.02818359869836,572
"Katanas Are Just Better","peace",3.02812918901638,97
"Kamehame Hadoken","peace",3.02812918901638,97
"Dying as Yourself","across",3.0281260422522,316
"Universally Beloved Leader","doubt",3.0281260422522,316
"Not Quite Dead","doubt",3.0281260422522,316
"Not Quite Dead","less",3.0281260422522,316
"Rose-Haired Sweetie","I",3.02807093413303,94
"Belligerent Sexual Tension","I",3.02807093413303,94
"Took a Level in Badass","a",3.02796283810114,718
"Accidental Hero","as",3.02791453161941,23
"Suicide Mission","in.",3.02787303811136,46
"The Paranoiac","in.",3.02787303811136,46
"Equal-Opportunity Evil","in.",3.02787303811136,46
"Ugly Guy, Hot Wife","tell",3.02781750258762,50
"Psychopathic Manchild","show",3.02777697142255,180
"I Just Want to Be Normal","we",3.02770051789911,152
"Dragon-in-Chief","or",3.02765500033512,103
"Smug Snake","greet",3.02757603744359,457
"Not So Stoic","also",3.02757603744359,457
"Why Don't You Just Shoot Him?","perhaps",3.02756042449156,95
"Screw Destiny","perhaps",3.02756042449156,95
"Manly Tears","perhaps",3.02756042449156,95
"Recurring Boss","enjoy",3.0273514087794,525
"Action Girl","never",3.02734676387449,575
"Chronic Hero Syndrome","funny",3.02721545904247,198
"Yamato Nadeshiko","funny",3.02721545904247,198
"No Good Deed Goes Unpunished","way",3.02682809729008,67
"With Us or Against Us","rebuild",3.02658657500082,266
"With Us or Against Us","dark",3.02658657500082,266
"Optional Party Member","nothing",3.02655187970205,326
"A Hero to His Hometown","afraid",3.02654403850514,157
"Forgot About His Powers","afraid",3.02654403850514,157
"The Sociopath","every",3.02654403850514,157
"It Has Been an Honor","do",3.0265092950337,79
"Laser-Guided Karma","history",3.02650829037114,217
"Bruiser with a Soft Center","last",3.02645377022745,79
"Humans Are the Real Monsters","last",3.02645377022745,79
"Did They or Didn't They?","us",3.02638877504254,48
"I Love You, Vampire Son","us",3.02638877504254,48
"May–December Romance","us",3.02638877504254,48
"Older Is Better","us",3.02638877504254,48
"Sideboob","us",3.02638877504254,48
"Heroic BSoD","damn",3.02638031051963,617
"The Gunslinger","freeze",3.02628781474702,421
"Ambiguously Bi","enough",3.02627042501735,129
"Nice Job Breaking It, Hero","rest",3.02614566286651,221
"Dumb Muscle","would",3.02603251569846,111
"Ornamental Weapon","would",3.02603251569846,111
"Morton's Fork","our",3.02575628303526,118
"Posthumous Character","go",3.02567101284192,747
"Duel Boss","become",3.02566564409475,233
"The Undead","about",3.02546030008411,167
"Love Hurts","about",3.02546030008411,167
"Minor Major Character","word",3.02528230394698,89
"Defector from Decadence","shut",3.02523371440116,372
"Don't You Dare Pity Me!","journey",3.0251463170882,143
"Sibling Yin-Yang","journey",3.0251463170882,143
"Old Master","yourself",3.02512537660383,197
"And Now You Must Marry Me","guess",3.02512537660383,197
"And Now You Must Marry Me","each",3.02512537660383,197
"Go Out with a Smile","alive",3.02512537660383,197
"The Lost Lenore","live",3.02502370722633,483
"The Lost Lenore","oh",3.02502370722633,483
"Pet the Dog","commander",3.02484812917958,871
"Bestiality Is Depraved","all",3.02481320640955,14
"Abusive Parents","tragedy",3.02478247678078,427
"Abusive Parents","sister",3.02478247678078,427
"The Ace","beforehand",3.02478247678078,427
"Hero of Another Story","confirm",3.02478162762784,381
"Hero of Another Story","bait",3.02478162762784,381
"Given Name Reveal","presence",3.02467799398084,147
"Epic Fail","hurt",3.0246134215568,59
"The Paragon","hurt",3.0246134215568,59
"Death Seeker","door",3.02456272992675,563
"Might Makes Right","for.",3.02453035852228,173
"Magic Knight","meantime",3.0244682884572,684
"Red Oni, Blue Oni","much",3.02427838844196,460
"That Liar Lies","world",3.02417219156192,75
"One-Winged Angel","justice",3.02414247221667,606
"One-Winged Angel","ye",3.02414247221667,606
"Body Double","strength",3.0240779748722,390
"Your Soul Is Mine!","mean",3.02399181832387,158
"Your Soul Is Mine!","away",3.02399181832387,158
"The Chains of Commanding","owe",3.02396563081485,433
"Crimefighting with Cash","would",3.02396020279888,23
"Danger Deadpan","would",3.02396020279888,23
"Earn Your Bad Ending","would",3.02396020279888,23
"Engineered Public Confession","would",3.02396020279888,23
"Old Friend","would",3.02396020279888,23
"Stop Poking Me!","would",3.02396020279888,23
"These Hands Have Killed","would",3.02396020279888,23
"24-Hour Armor","would",3.02396020279888,23
"Self-Serving Memory","would",3.02396020279888,23
"Heal the Cutie","would",3.02396020279888,23
"Because You Were Nice to Me","might",3.0238112004909,116
"Killed Off for Real","job",3.02377854243564,544
"Killed Off for Real","worry",3.02377854243564,544
"Ascend to a Higher Plane of Existence","son",3.02375415610966,368
"Ambiguous Gender","throne",3.02375415610966,368
"Poor Communication Kills","half",3.02349017242307,244
"Cool Big Sis","reason",3.02348403930698,235
"Evil Laugh","father",3.02341527154413,320
"Complexity Addiction","live",3.02339362656996,100
"Evil vs. Evil","live",3.02339362656996,100
"Humans Are Bastards","live",3.02339362656996,100
"Non-Uniform Uniform","live",3.02339362656996,100
"Practically Joker","live",3.02339362656996,100
"""Ray of Hope"" Ending","live",3.02339362656996,100
"Shifting Voice of Madness","live",3.02339362656996,100
"Viler New Villain","live",3.02339362656996,100
"You Can't Thwart Stage One","live",3.02339362656996,100
"Large Ham","volunteer",3.02331382249982,535
"Does Not Like Spam","disappear",3.02329292927255,140
"Vague Age","captain",3.0232682115358,93
"The Lancer","talk",3.02323123774122,348
"Bald of Authority","only",3.02322205717005,32
"Evil Plan","ease",3.02315741058846,137
"Took a Level in Badass","part",3.02281461099553,718
"Making a Splash","deed",3.02278117207359,230
"Humanoid Abomination","of",3.02275233639075,142
"Sanity Slippage","ground",3.02273368027227,364
"Screw This, I'm Outta Here","name",3.02273368027227,364
"Dishing Out Dirt","believe",3.02268674772238,222
"Defrosting Ice Queen","task",3.02265349286816,201
"Enemy Mine","outside",3.02262676105977,246
"Healing Hands","across",3.0223640146489,317
"Evil Is Hammy","that",3.02234080157751,243
"My Greatest Second Chance","that",3.02234080157751,243
"Old Soldier","triumph",3.02232953818345,377
"Kicked Upstairs","now",3.02231117501056,19
"Creepy Loner Girl","now",3.02231117501056,19
"Sarcastic Clapping","now",3.02231117501056,19
"Cool Car","now",3.02231117501056,19
"Game Face","now",3.02231117501056,19
"Good Counterpart","now",3.02231117501056,19
"Almost Dead Guy","now",3.02231117501056,19
"The Villain Must Be Punished","now",3.02231117501056,19
"Fire/Water Juxtaposition","now",3.02231117501056,19
"Bullying a Dragon","move",3.02229116189809,163
"Adaptational Badass","pay",3.02225830986909,302
"Took a Level in Kindness","shade",3.02217143409704,360
"Diabolical Mastermind","shall",3.02197390184217,28
"Passive Aggressive Combat","shall",3.02197390184217,28
"Light Feminine and Dark Feminine","it",3.02177744624617,147
"Strange Minds Think Alike","it",3.02177744624617,147
"Dragon-in-Chief","its",3.02175587965708,103
"More Dakka","its",3.02175587965708,103
"Arm Cannon","its",3.02175587965708,103
"Optional Boss","mind",3.02172284227095,391
"Bag of Spilling","anything",3.02171145397661,132
"Named After Somebody Famous","anything",3.02171145397661,132
"The Ojou","anything",3.02171145397661,132
"Forgotten Fallen Friend","anything",3.02171145397661,132
"Humanoid Abomination","feeling",3.02162913700555,142
"Samus Is a Girl","feeling",3.02162913700555,142
"Weapon Specialization","be",3.02162694394863,114
"Opportunistic Bastard","be",3.02162694394863,114
"Suicidal Cosmic Temper Tantrum","be",3.02162694394863,114
"The Load","the",3.02157873988274,93
"Eviler than Thou","the",3.02157873988274,93
"Not Me This Time","up",3.02156436193454,43
"Offscreen Teleportation","family",3.02155784055083,159
"Blatant Lies","ah",3.02146292178853,254
"White Hair, Black Heart","survive",3.02141074196187,252
"The Comically Serious","stomach",3.02129604453792,195
"Physical God","of",3.0212066726512,289
"Death Seeker","I",3.02114813312527,563
"Lawful Stupid","in.",3.0211111447279,156
"Voluntary Shapeshifting","wonderful",3.02081449837109,91
"Confusion Fu","where",3.02068772140561,62
"Never Gets Drunk","where",3.02068772140561,62
"Awful Truth","take",3.02068102089174,133
"Dying as Yourself","but",3.02061032363214,316
"The Mentor","fare",3.02051648837897,428
"Power Floats","now",3.02045333054067,193
"Locked Out of the Loop","what",3.02037601869974,290
"The Aloner","nonetheless",3.0203618151735,146
"Laughably Evil","nonetheless",3.0203618151735,146
"Feather Motif","wonder",3.0203618151735,146
"Happily Married","never",3.02004301745853,576
"Mark of the Supernatural","PROPN",3.01996423408484,120
"Showgirl Skirt","PROPN",3.01996423408484,120
"Dude Looks Like a Lady","hear",3.01988380014703,75
"Mage Marksman","though",3.01978296231211,115
"Bodyguarding a Badass","fate",3.01971493617829,108
"Manly Man","will",3.01934132818593,218
"Holy Hand Grenade","king",3.01929460354254,173
"My Greatest Failure","dragonkind",3.01916903461125,1250
"My Greatest Failure","wisdom",3.01916903461125,1250
"Heroic Sacrifice","go",3.0189600258046,953
"Manipulative Bastard","throne",3.01880591373195,369
"Because Destiny Says So","long",3.01879766155388,53
"My Greatest Failure","save",3.01850630879138,1250
"The Brute","use",3.01833079404416,125
"One-Handed Zweihänder","before",3.01833079404416,125
"Sword Beam","seven",3.01833079404416,125
"Early-Installment Weirdness","before",3.01833079404416,125
"My Name Is Inigo Montoya","seven",3.01833079404416,125
"Humongous-Headed Hammer","return",3.01831014673431,54
"Older Than They Look","root",3.01830236661548,632
"Honor Before Reason","cry",3.01799935268615,349
"Moment of Weakness","well",3.01798032169414,139
"Mama Bear","her",3.01795500660247,93
"Vague Age","her",3.01795500660247,93
"Never Be Hurt Again","can",3.01788279694709,20
"Life Will Kill You","can",3.01788279694709,20
"All Men Are Perverts","can",3.01788279694709,20
"Alas, Poor Villain","last",3.01785486077335,383
"Parental Substitute","city",3.01779682648385,829
"Parental Substitute","supply",3.01779682648385,829
"Parental Substitute","alone",3.01779682648385,829
"Required Party Member","than",3.01778162510429,60
"Named Weapons","anyone",3.01772654506433,321
"Loved by All","continue",3.01761359298371,229
"Squishy Wizard","age",3.01748880092483,279
"Deader than Dead","murder",3.0172597274551,154
"Pragmatic Villainy","fire",3.01724778910281,353
"I Fight for the Strongest Side!","X.s",3.01712182714144,74
"I Know Your True Name","X.s",3.01712182714144,74
"Big Sister Instinct","X.s",3.01712182714144,74
"Greater-Scope Villain","plan",3.01706562226178,392
"Evil Is Hammy","free",3.01706533992321,243
"She's Not My Girlfriend","through",3.01704259019721,161
"Heroic Sacrifice","fleeting",3.01698593493614,953
"Heroic Sacrifice","verse",3.01698593493614,953
"Heroic Sacrifice","southern",3.01698593493614,953
"Heroic Sacrifice","onze",3.01698593493614,953
"Heroic Sacrifice","resist",3.01698593493614,953
"Idiot Hero","part",3.01695870095716,149
"Body Snatcher","and",3.01674983767297,60
"Damaged Soul","and",3.01674983767297,60
"Day in the Limelight","and",3.01674983767297,60
"Evil Doppelgänger","and",3.01674983767297,60
"Malevolent Masked Man","and",3.01674983767297,60
"Out-Gambitted","and",3.01674983767297,60
"Silent Scapegoat","and",3.01674983767297,60
"Slowly Slipping Into Evil","and",3.01674983767297,60
"Til Murder Do Us Part","and",3.01674983767297,60
"Suicidal Overconfidence","any",3.01673743792281,101
"Neutral No Longer","on",3.01671599580854,209
"Shadow Archetype","appear",3.01667939054488,272
"Didn't See That Coming","divine",3.01667939054488,272
"Odd Friendship","across",3.01662189137231,318
"We Have Become Complacent","into",3.01649133833954,63
"Ascended Extra","guy",3.0164851185682,687
"Ascended Extra","meantime",3.0164851185682,687
